review_key,nobel_api_id,laureate_name,candidate_title,candidate_role,classification,technicality_score,classification_confidence,relationship_confidence,relationship_status,warning_flags,reviewer_decision,reviewer_reason,reviewer
91::0e6a4e26918c233636979a44276dbf6e9fc528f03cb24655390e06b544b50ef9::author,91,Hannes Alfvén,Cosmical electrodynamics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
91::fe2a6a1d6b4fe022228c56f6da417df91ca954d06ee4bdddb2bafb556830a766::author,91,Hannes Alfvén,The End of Man?,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
91::208545e061ad3915ec556ae8e3398e20dfdbdb85a1d60f2afca2e9476b0aa0a7::author,91,Hannes Alfvén,The Great Computer. A Vision,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
88::e8d5319564a4666e063b5bb4f5f0f6003f52b125bbff4e608ef39a4e8c3229f3::author,88,Hans Bethe,Elementary nuclear theory : a short course on selected topics,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
88::f487f5e38e085a1a6ff3892e3220aa8b56e3adbd2a8754f9542bf86eb6a50667::author,88,Hans Bethe,Mesons and fields. Vol. 2 Mesons,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
329::123f7da6f1c31f34485190e1a8f8a47a9c52fe4498c50b5c4ad9abb56a16cfce::author,329,Hans Spemann,Embryonic development and induction / Hans Spemann,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
823::d0060945edfe89d46f0df551b787b6cc8e4c4113049b5c99f8578a52be491dd4::author,823,Harald zur Hausen,European Academy of Cancer Sciences,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
192::0551074814653cb59f1fffd41031c7c91366bdcf8b79f794ea33fe0e9df88634::editor,192,Harold C. Urey,Journal of Chemical Physics,editor,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
192::a596c3356ecb18f9176978d6f3662866d5fb71962512235930252c5ff3d40937::author,192,Harold C. Urey,"The planets, their origin and development",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::154c76bb6280ccecabc1adf5c60e7705e92b25797ec31158cef0a5ea80c7ec55::author,441,Harold E. Varmus,Bethesda Statement on Open Access Publishing,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::7f0fd923e958b82d8aab5e7d9da35da95603477d0e5f8cab2292124e2847125e::author,441,Harold E. Varmus,Q136832547,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::163822bbb6d4e7a73666cc02833dd88c08fd4376d51321ecf45311353b7c820e::author,441,Harold E. Varmus,Q136832552,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::c8378ed361000d287239535c7ec242feb83389501dd95747b42cf968431ddfe7::author,441,Harold E. Varmus,Q136832553,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::3cb43e97b7c408bfd97c380bea25a7f59e251c56dd638c6713bfbf0a446df86b::author,441,Harold E. Varmus,Q136832567,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::d3ca1c7e0085cdd4318824b944defa2ad5f04ae933c1201bcee20d82d7c87816::author,441,Harold E. Varmus,Q136832568,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::0ff50d5c300ac2f6a456e8bce1c8bd600635ba74d0f9e6a450c22f4262ebd0db::author,441,Harold E. Varmus,Q136832572,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::10bf007d7e0f4ca9b9cb54a928d2768587fde5cf49a1f1112a97e170fe0a3b90::author,441,Harold E. Varmus,Q136832574,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::a76b03ece10a716eab7cf20c48ab086eafb0dfa136c682fe28968ab743d5f88d::author,441,Harold E. Varmus,Q136832575,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::25efacff25baf6bdc9f844f37fc47a89337f987a0c31bf7c4ac1383973ab9a72::author,441,Harold E. Varmus,Q136832592,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::3939f6ab49f57cfef6aac3fe5526c9c32b1ea03a8e46f44ad7c67f8835d5d735::author,441,Harold E. Varmus,Q136832595,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::28dc4ae5d66c69a0704f854559f179e47f7454a3fbd5dcade5db08f017d89a85::author,441,Harold E. Varmus,Q136832598,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::39508581931148ef8777db23fd912fb040a50526241080bd6fba982fcc2bd994::author,441,Harold E. Varmus,Q136832606,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::33020baea8d232eeb4dae30279c3edceea7307506ad4345b45c5700abb0032cb::author,441,Harold E. Varmus,Q136832611,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::c2e68460204b32363a144431619a798fa3aa5ff534080aa74ae63a5191c87ea0::author,441,Harold E. Varmus,Q136832612,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::6dbfac6c89f137c5dd6a3482bfb13d00cef5d8caabed9c4a49033ba9cfb2a987::author,441,Harold E. Varmus,Q136832627,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::180531f330eb53eefd51663b681f3e4307f9d4293b1e30bd40a2ce9c0072d450::author,441,Harold E. Varmus,Q136832630,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::48911acb826afc5235efc01ee85dd36ed1aab7922a214a17518b5af462c12fcb::author,441,Harold E. Varmus,Q136832631,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::b4a398dd073f7487f4884498284a92cfe321ab0ecb6b7ecb777c2f6176f9e1e5::author,441,Harold E. Varmus,Q136832632,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::11ccbcdcabb21ef9fdaf283c2f6b27792e7f5d2138cb3fa5962ddba43fb992f5::author,441,Harold E. Varmus,Q136832638,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::a2adb3e3cc33b0e1b2c89eedb3c63f50457dee2ec27b8450ef02d0f712441dc0::author,441,Harold E. Varmus,Q136832647,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::18e193ca69702676f2e473c673c541af8810f6a0edf7b9d275a4780738506b2e::author,441,Harold E. Varmus,Q136909434,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::985b1a10e39d040d38ddd52bffeec165f6f8121659175100cc057a709873e6b2::author,441,Harold E. Varmus,Q136909435,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::eb8620565d94d0a4809d0eb9aa1508c226537f091e6a4a235596e47312214b31::author,441,Harold E. Varmus,Q136909436,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::f2378523cff6f4f585f8248ff3199b50ac405f62729da065c89fdaa4f707def9::author,441,Harold E. Varmus,Q136909440,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::9dd8384d946d56a9b58dbd2e77869ddfa316be7571a43a7f5af454b6eefe1996::author,441,Harold E. Varmus,Q136909443,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::e8680c3b3c389acf866f2c33f56652b1670efe6686d693c358587b9dd3dbca76::author,441,Harold E. Varmus,Q136909444,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::883cbbfa54ee28edeebb5f4dedb2bd1a729f74dd966d2ff62afb34a43ce2cc0e::author,441,Harold E. Varmus,Q136909449,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::a0ba60c1b6725325bbb3c5022384d9a110fa25b7e6bdaf117c266398bb54772f::author,441,Harold E. Varmus,Q136909454,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::4fb0070b5278f4427554349cb4b2694d3abb9ff13f45f7055888095f5bbc4431::author,441,Harold E. Varmus,Q136909459,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
441::ccd8d25774d47176d7198424e7fd146b7284b09920d6ffc5d674ad0f4a9f1296::author,441,Harold E. Varmus,Q136909462,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
18::d32020d6be82fd71e9b6356c1f2356772f35f646e5a8d71a08cb4224afed11bc::author,18,Heike Kamerlingh Onnes,Further experiments with liquid helium. C. On the change of electric resistance of pure metals at very low temperatures etc. IV. The resistance of pure mercury at helium temperatures,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
2::a5dc59f17f9ca367b0cb402cc2241551e61823144f91bd5ce4174918a9df8efb::author,2,Hendrik A. Lorentz,Lorentz ether theory,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
2::c148de95c57e8f17aabfbec7ac874504512bf15f50fff2e1bf4fbcb7d989632a::author,2,Hendrik A. Lorentz,Nova Guinea,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
2::93292e408c8b340dae1702f924966e5e4c9a8f26283f82158095cea1b952cf88::author,2,Hendrik A. Lorentz,Q17348520,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
2::20d71aec37f4ee139cae4520fcab7666edfaece0ab81c01e58de2e0db02076f6::author,2,Hendrik A. Lorentz,Q19231347,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
2::16a3282b347fd03c41ff9c1dccf1fe804126764a110aa30fdccf2b358dcfdac0::author,2,Hendrik A. Lorentz,The principle of relativity: a collection of original memoirs on the special and general theory of relativity,author,unknown,0.1,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
2::cc828d9260f076f658b34f03a483bef079f50025789df2976d604f4b425df4b9::author,2,Hendrik A. Lorentz,Translation:The Principle of Relativity (Lorentz),author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
165::3824158eedc31b21ee2bf602374b3076422d930770637b689343f86a37159cad::author,165,Henri Moissan,Q19226634,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
139::9f596ff7b841f90a50ebdc017bdead7fb05251aa67d88af2ad1929f6d15f7ee2::author,139,Henry W. Kendall,World Scientists' Warning to Humanity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
338::87e4f11cf6a390dce4d012f31395bdda2ee184918d5d0f95e9eb60651f0f2f30::author,338,Herbert S. Gasser,Electrical Signs of Nervous Activity,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
216::287f645721922c28ac6dce831bc401fc10d18cc07f3a3ce2c7efa87a2d1e8ead::author,216,Hermann Staudinger,Q19189953,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::1d5c37be1a00b9712e2d8e16930408acb9bf89d61855e4416092ce0813f2b474::author,301,Ilya Mechnikov,Citrus pectin,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::1133461b45460270b97c3aa53794e0e7a87ee646c7554401bce81a8f4182395b::author,301,Ilya Mechnikov,Entgegnung auf die Erwiderung des Herrn Prof. Leuckart in Giessen : in Betreff der Frage uber die Nematodenentwicklung,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::66f3aa403cd5cbef1b7190c37b1f01977609b4b5411ccf1b6da632bbd09d2c67::author,301,Ilya Mechnikov,Immunity in infective diseases,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::47b6ee1ea49af0757b48edab189668290cdc73bfa9a49e23194fecce5eba7a96::author,301,Ilya Mechnikov,Methods for the examination of bituminous road materials,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::02352d80b8e43474614afadb29f50791bbd3f91dd3cc696e31a99d7edd711d32::author,301,Ilya Mechnikov,"Médicaments microbiens : bactériothérapie, vaccination, sérothérapie",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::4389d86b57e9cc37fe8243bacd3c79edbea34db5cbf6c8d0f2030060ff04087e::author,301,Ilya Mechnikov,Q51468616,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::40b95435ab17e2af79c94dce3a7a611ce1b8e3bbe20e60dae15e526f4ea7be10::author,301,Ilya Mechnikov,Typical specifications for bituminous road materials,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
301::f5e2ec58296d481e67558677e311b834e50e840a82222e4db241d37d247dcd37::author,301,Ilya Mechnikov,Typical specifications for nonbituminous road materials,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
250::d9ca6a655e2d701537c4ff3749f0a14f7b429e357c7438732b5e4b7a8aada86a::author,250,Ilya Prigogine,Order Out of Chaos,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
250::890e52389db1337b23d7c70d1170344757b5e2fb5526bd388b33d841e07186bc::author,250,Ilya Prigogine,Q3208948,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
250::3873da1d7a8263de72b1937357083666d35694466b46d207d9021a3a8abfbeb1::author,250,Ilya Prigogine,Q3211154,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
191::3a1cddc7e0bae9e00b1f943211c87ca67df3c8886cd5386b542edb6d8324a1b7::author,191,Irving Langmuir,"Phenomena, atoms and molecules: an attempt to interpret phenomena in terms of mechanisms or atomic and molecular interactions",author,unknown,0.57,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
906::fa0560803d0e3e247345730200db3b73e6b7aa872d955bbf9fddae2a7cda45f0::author,906,Isamu Akasaki,Q106378113,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
906::d673def4b1004f70feb3c2d6a4ac9c2cd8e095d06abcc6671f2c42513e17f21c::author,906,Isamu Akasaki,Q106378178,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
906::841d65cf7e321f2ac69b5b53c590ce1240355f30bcca47b0cdf0321d1d6300d9::author,906,Isamu Akasaki,Q106378246,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
906::850203f3de18f4bcb133b3823644a63a1b9659a360985c6367ee24771d20215a::author,906,Isamu Akasaki,Q106378358,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
906::29f86bd3d1b45d86aa7eaac588824265ba1a7e0b058e795077a782ea6989c8e7::author,906,Isamu Akasaki,Q106378372,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
296::7b8774f89445c68aae3fbf457c5a9b6867b464aa686fe62b9a970962e911e55d::author,296,Ivan Pavlov,Lectures on conditioned reflexes / Ivan Petrovich Pavlov. - V. 1 - 1928,author,unknown,0.72,0.7,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
296::98018b6ba5a19b1e26e0f93a33985bf61fb24d5a1b2b96bdba62183294675789::author,296,Ivan Pavlov,Q60429423,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
10::c579eb3378a4e0865e96bff46435892af0e405656f5ababdf6014a787ab04534::author,10,J.J. Thomson,Notes on recent researches in electricity and magnetism,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
10::b092029e7eba5fa8eb5281990071f97bc76ca486b9ecd8a5777ae2db40b02e16::author,10,J.J. Thomson,"Poynting, John Henry",author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
10::208b35866ce3d61db58c8f48295d27ffeb1172e9da472a4c399a1cc9541df266::author,10,J.J. Thomson,Rays of Positive Electricity and Their Application to Chemical Analyses,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
728::577e721cf580182d82f68a1100d2f80ef7eaa4af8db9fa20c0f3b4aaf70a2b6f::author,728,Jack Kilby,Miniaturized electronic circuits,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
837::2b2a738e8989e8452693b11bea2bd41c334e438fbc6f5be75e5c208add786e30::author,837,Jack W. Szostak,Q136915596,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
837::5baa03cac99144c27a743a4313e3e55a7a8624523bb879f1b546d6b02f73077c::author,837,Jack W. Szostak,Q137045674,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
837::752fbdf72dc4d8195c1dee2c16e226e44f4830783103e3f1cf17d527ba7340d6::author,837,Jack W. Szostak,Q137045686,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
837::cddc36735eb9059bd5a6241a40357ccbe8fa95e02fd10b72e7dc5ea4801ca184::author,837,Jack W. Szostak,Q137045689,author,unknown,0.35,0.45,0.65,needs_review,low_relationship_confidence|low_classification_confidence,,,
